SKU,UPC Code,Product Description,Brand Code,Brand Name,2025.08_Status,25-Aug
APB68390,8809874683904 ,"Tranexamic Acid Niacinamide Facial Cream , 1.86 fl oz (55 ml)",APB,APLB,New Seller,345
HBF94451,8809617944514 ,"Baked Corn Almond, 4.23 oz (120 g)",HBF,HBAF,On Sale,136
MVY90496,8809875904961 ,"Real, Cleansing Oil, 6.76 fl oz (200 ml)",MVY,Molvany,New Seller,5
PIT10276,8809563102761 ,"Clear Code Superfruit Cleanser, 5.07 fl oz (150 ml)",PIT,Purito,NoPO,3
APB68314,8809874683140 ,"Collagen EGF Peptide Ampoule Serum, 1.35 fl oz (40 ml)",APB,APLB,New Pending,0
APB68507,8809874685076 ,"Glycolipids Peptide Ampoule Serum , 1.35 fl oz (40 ml)",APB,APLB,New Seller,23
OOT81276,8809349812761 ,"Dark Spot Vitamin C Serum, Fragrance Free, 1.69 fl oz (50 ml)",OOT,OOTD,New Seller,42
PNA09255,8809704092555 ,"Niacinamide Rice Brightening Wash Off Pack, 3.38 fl oz (100 ml)",PNA,Parnell,New Pending,0
APB68270,8809874682709 ,"Glutathione Niacinamide, Facial Toner, 5.41 fl oz (160 ml)",APB,APLB,On Sale,337
NRP48605,8806173486052 ,"Kombucha Black Tea, Treatment Cream 70%, 1.69 fl oz (50 ml)",NRP,Nature Republic,On Sale,12
DMX48237,8809886482373 ,"Peel Shot, Exfoliant Black Rice Ampoule, For All Skin Types, 2.7 fl oz (80 ml)",DMX,Dr.Melaxin,On Sale,489
HKI23333,8809653233337 ,"Vitamin C Glow Serum, 1.01 fl oz (30 ml)",HKI,Hanskin,New Pending,0
APB68401,8809874684017 ,"Glutathione Niacinamide, Toner Pad, 60 Pads, 3.38 fl oz (100 ml)",APB,APLB,On Sale,347
DMX48199,8809886481994 ,"Cemenrete, Picotonic Shot Pigmentation Corrector Calcium Cream, 0.88 oz (25 g)",DMX,Dr.Melaxin,On Sale,51
HBF45028,8800279450283 ,"Milk Caramel Popcorn, 80 g",HBF,HBAF,New Seller,135
NRP48844,8806173488445 ,"Super Aqua Max, Watery Emulsion, 4.39 fl oz (130 ml)",NRP,Nature Republic,NoPO,20
